position,CM
minutes,511.0
passes_completed,0.1181
passes,-0.1292
dribbles_completed,-0.4659
dribbles,-0.7899
passes_completed_short,0.4046
passes_short,0.1692
passes_completed_medium,0.182
passes_medium,0.1787
passes_completed_long,-0.5828
passes_long,-0.8952
passes_total_distance,-0.1757
passes_free_kicks,-0.6064
through_balls,-0.6322
passes_pressure,-0.6797
passes_switches,-1.0175
crosses,-0.9907
corner_kicks,-0.5567
passes_intercepted,-1.4449
passes_blocked,-0.8369
dispossessed,-0.4183
goals,0.2854
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.4058
shots_on_target,-0.1655
sca,-1.2499
gca,-1.0103
xg,-0.3849
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.2231
passes_into_penalty_area,-1.0325
progressive_passes,-0.4781
carry_progressive_distance,-0.8833
assisted_shots,-1.1427
fouled,-0.7138
pens_won,-0.2937
tackles,-0.0929
interceptions,3.1503
blocks,0.1407
tackles_won,-0.2964
dribble_tackles,0.4278
dribbles_vs,0.5124
pressures,-0.48
pressure_regains,-0.2355
clearances,-0.061
errors,-0.376
aerials_won,-0.0735
aerials_lost,-0.4128
ball_recoveries,1.0839
pens_conceded,-0.3183
fouls,-0.6186
cards_yellow_red,-0.1907
