position,RM
minutes,-0.6575
passes_completed,-1.0279
passes,-1.0665
dribbles_completed,0.3998
dribbles,0.751
passes_completed_short,-0.9158
passes_short,-1.0232
passes_completed_medium,-0.7737
passes_medium,-0.7743
passes_completed_long,-0.9983
passes_long,-0.9091
passes_total_distance,-1.0324
passes_free_kicks,-1.0216
through_balls,1.7139
passes_pressure,0.0741
passes_switches,-0.6851
crosses,0.639
corner_kicks,-0.5565
passes_intercepted,0.0827
passes_blocked,0.5512
dispossessed,1.5824
goals,1.1734
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,2.6847
shots_on_target,2.6226
sca,0.067
gca,-0.2736
xg,1.1307
crosses_into_penalty_area,-0.265
passes_into_final_third,-0.5101
passes_into_penalty_area,-0.531
progressive_passes,-0.5726
carry_progressive_distance,0.2426
assisted_shots,0.2688
fouled,2.8082
pens_won,-0.2935
tackles,-0.0095
interceptions,-0.5987
blocks,-0.5291
tackles_won,0.1903
dribble_tackles,-1.4373
dribbles_vs,-0.6097
pressures,-0.4772
pressure_regains,-0.0689
clearances,-0.9155
errors,-0.3758
aerials_won,0.8622
aerials_lost,-0.2956
ball_recoveries,-0.2437
pens_conceded,-0.3182
fouls,2.2444
cards_yellow_red,-0.1906
