position,CM
minutes,-0.5373
passes_completed,0.28
passes,0.6247
dribbles_completed,-0.7048
dribbles,-0.854
passes_completed_short,-0.4457
passes_short,-0.5775
passes_completed_medium,-0.0588
passes_medium,-0.0238
passes_completed_long,2.4229
passes_long,3.2445
passes_total_distance,1.0289
passes_free_kicks,3.2908
through_balls,-0.632
passes_pressure,-0.7652
passes_switches,3.5645
crosses,1.1756
corner_kicks,2.3347
passes_intercepted,-0.4291
passes_blocked,-0.4419
dispossessed,-0.8629
goals,-0.7238
assists,0.2058
pens_made,-0.2418
pens_att,-0.271
shots_total,0.2087
shots_on_target,-0.4313
sca,0.6933
gca,0.0741
xg,-0.0155
crosses_into_penalty_area,-0.8504
passes_into_final_third,1.5104
passes_into_penalty_area,-0.1643
progressive_passes,0.5973
carry_progressive_distance,-1.2314
assisted_shots,0.0047
fouled,-1.1713
pens_won,-0.2935
tackles,-0.2379
interceptions,2.439
blocks,0.1394
tackles_won,0.0818
dribble_tackles,-0.1468
dribbles_vs,0.4632
pressures,-0.5482
pressure_regains,-0.8141
clearances,0.012
errors,4.7349
aerials_won,-0.8915
aerials_lost,-1.3273
ball_recoveries,1.5248
pens_conceded,-0.3182
fouls,-0.6629
cards_yellow_red,-0.1906
