position,AM
minutes,509.0
passes_completed,-0.6395
passes,-0.814
dribbles_completed,-0.4628
dribbles,-0.309
passes_completed_short,-0.6866
passes_short,-0.699
passes_completed_medium,-0.6936
passes_medium,-0.8189
passes_completed_long,-0.2598
passes_long,-0.6668
passes_total_distance,-0.6296
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,-0.5223
passes_switches,-0.4478
crosses,-0.6984
corner_kicks,-0.5567
passes_intercepted,-1.4433
passes_blocked,0.1996
dispossessed,0.7863
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.4021
shots_on_target,-0.5955
sca,0.3291
gca,-0.2237
xg,-0.637
crosses_into_penalty_area,0.4001
passes_into_final_third,-0.4344
passes_into_penalty_area,-0.4784
progressive_passes,-1.0386
carry_progressive_distance,-1.0801
assisted_shots,0.3821
fouled,1.9188
pens_won,-0.2937
tackles,0.5424
interceptions,0.5809
blocks,0.1505
tackles_won,0.0189
dribble_tackles,0.4351
dribbles_vs,1.5617
pressures,1.6554
pressure_regains,0.1232
clearances,-0.2702
errors,-0.376
aerials_won,0.6426
aerials_lost,1.2443
ball_recoveries,0.2626
pens_conceded,-0.3183
fouls,1.3917
cards_yellow_red,-0.1907
