position,LW
minutes,-1.005
passes_completed,-0.833
passes,-0.8729
dribbles_completed,-0.6103
dribbles,-0.635
passes_completed_short,-0.8048
passes_short,-0.8208
passes_completed_medium,-0.7775
passes_medium,-0.8113
passes_completed_long,-0.73
passes_long,-0.7299
passes_total_distance,-0.8163
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.9103
passes_switches,-0.7076
crosses,-0.5337
corner_kicks,-0.2751
passes_intercepted,-0.734
passes_blocked,-0.797
dispossessed,-0.559
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6415
shots_on_target,-0.5775
sca,-0.62
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.7163
passes_into_penalty_area,-0.5898
progressive_passes,-0.7287
carry_progressive_distance,-0.8306
assisted_shots,-0.6196
fouled,-0.7199
pens_won,0.7686
tackles,-0.8323
interceptions,-0.8029
blocks,-0.8928
tackles_won,-0.8076
dribble_tackles,-0.7477
dribbles_vs,-0.7916
pressures,-0.8375
pressure_regains,-0.8457
clearances,-0.5796
errors,-0.5331
aerials_won,-0.6587
aerials_lost,-0.7402
ball_recoveries,-0.8962
pens_conceded,-0.4889
fouls,-0.7839
cards_yellow_red,-0.3235
