position,LM
passes_completed,-0.8347
passes,-0.8066
dribbles_completed,0.0976
dribbles,0.0175
passes_completed_short,-0.5222
passes_short,-0.4015
passes_completed_medium,-0.8099
passes_medium,-0.7993
passes_completed_long,-0.9042
passes_long,-0.8337
passes_total_distance,-0.9183
passes_free_kicks,-0.8496
through_balls,-0.2874
passes_pressure,0.0618
passes_switches,-0.9256
crosses,-0.4138
corner_kicks,-0.5565
passes_intercepted,0.422
passes_blocked,0.4062
dispossessed,1.1164
goals,-0.1665
assists,0.0085
pens_made,-0.2418
pens_att,-0.271
shots_total,0.1022
shots_on_target,0.2822
sca,-0.7316
gca,-0.5774
xg,0.4016
crosses_into_penalty_area,-0.6785
passes_into_final_third,-0.1063
passes_into_penalty_area,-0.4711
progressive_passes,-0.4063
carry_progressive_distance,-0.2967
assisted_shots,-0.4874
fouled,-0.6797
pens_won,-0.2935
tackles,0.1606
interceptions,-0.3154
blocks,1.6235
tackles_won,-0.1354
dribble_tackles,-0.7936
dribbles_vs,-0.6
pressures,0.2478
pressure_regains,0.2975
clearances,-0.6346
errors,-0.3758
aerials_won,1.163
aerials_lost,0.9456
ball_recoveries,-0.0525
pens_conceded,-0.3182
fouls,-0.0757
cards_yellow_red,-0.1906
