position,AM
passes_completed,-0.4969
passes,-0.6387
dribbles_completed,1.3926
dribbles,1.1617
passes_completed_short,-0.181
passes_short,-0.1702
passes_completed_medium,-0.3624
passes_medium,-0.4931
passes_completed_long,-1.3203
passes_long,-1.3283
passes_total_distance,-0.7584
passes_free_kicks,-0.7866
through_balls,0.7797
passes_pressure,1.2208
passes_switches,-0.9675
crosses,-0.3141
corner_kicks,-0.5565
passes_intercepted,0.0106
passes_blocked,-0.12
dispossessed,1.0652
goals,0.4179
assists,0.8261
pens_made,4.4953
pens_att,3.6883
shots_total,0.3476
shots_on_target,0.9245
sca,-0.3855
gca,1.6485
xg,1.1128
crosses_into_penalty_area,-0.1459
passes_into_final_third,-0.7713
passes_into_penalty_area,-0.0614
progressive_passes,-0.9087
carry_progressive_distance,0.336
assisted_shots,-1.109
fouled,0.2192
pens_won,-0.2935
tackles,-0.0823
interceptions,-0.3874
blocks,-1.0977
tackles_won,-1.1389
dribble_tackles,-0.3823
dribbles_vs,0.3701
pressures,-0.1739
pressure_regains,-0.6706
clearances,-0.6553
errors,-0.3758
aerials_won,-0.9363
aerials_lost,-0.9134
ball_recoveries,-1.4323
pens_conceded,-0.3182
fouls,1.5044
cards_yellow_red,-0.1906
