position,LB
minutes,0.1354
passes_completed,0.2528
passes,0.3639
dribbles_completed,0.9004
dribbles,0.964
passes_completed_short,0.4847
passes_short,0.5001
passes_completed_medium,0.1312
passes_medium,0.2323
passes_completed_long,-0.0502
passes_long,0.1429
passes_total_distance,0.1333
passes_free_kicks,-0.3392
through_balls,-0.073
passes_pressure,0.1681
passes_switches,0.4599
crosses,1.9427
corner_kicks,-0.2996
passes_intercepted,0.6562
passes_blocked,1.5204
dispossessed,0.5226
goals,-0.3403
assists,0.5763
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.3083
shots_on_target,-0.4229
sca,0.3149
gca,0.4217
xg,-0.3496
crosses_into_penalty_area,2.9011
passes_into_final_third,0.1958
passes_into_penalty_area,1.0869
progressive_passes,0.3794
carry_progressive_distance,0.7036
assisted_shots,0.5371
fouled,0.169
pens_won,-0.3681
tackles,0.7868
interceptions,0.7642
blocks,0.3412
tackles_won,0.8399
dribble_tackles,1.1774
dribbles_vs,0.5243
pressures,0.1627
pressure_regains,0.4031
clearances,0.2726
errors,1.0334
aerials_won,0.1554
aerials_lost,0.0914
ball_recoveries,0.4486
pens_conceded,-0.4889
fouls,0.2106
cards_yellow_red,-0.3235
