position,WB
minutes,1.9911
passes_completed,1.6514
passes,1.8946
dribbles_completed,2.5872
dribbles,2.4565
passes_completed_short,2.108
passes_short,2.1374
passes_completed_medium,1.3477
passes_medium,1.6372
passes_completed_long,0.732
passes_long,1.1348
passes_total_distance,1.3188
passes_free_kicks,0.3432
through_balls,-0.073
passes_pressure,1.9785
passes_switches,0.989
crosses,3.9639
corner_kicks,-0.2751
passes_intercepted,1.6491
passes_blocked,3.5636
dispossessed,1.1716
goals,-0.2085
assists,1.4999
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.2406
shots_on_target,0.0927
sca,1.6759
gca,1.0529
xg,-0.2049
crosses_into_penalty_area,3.7415
passes_into_final_third,1.3033
passes_into_penalty_area,1.849
progressive_passes,1.7041
carry_progressive_distance,2.8326
assisted_shots,1.9417
fouled,0.042
pens_won,-0.3681
tackles,0.9939
interceptions,1.3697
blocks,1.3623
tackles_won,1.1636
dribble_tackles,1.5517
dribbles_vs,1.3063
pressures,0.7675
pressure_regains,0.8457
clearances,1.5457
errors,1.8167
aerials_won,0.0814
aerials_lost,0.4864
ball_recoveries,1.7263
pens_conceded,0.7569
fouls,0.1837
cards_yellow_red,-0.3235
