position,LB
passes_completed,3.6591
passes,3.2868
dribbles_completed,-0.1206
dribbles,-0.4716
passes_completed_short,4.7514
passes_short,4.4224
passes_completed_medium,2.6944
passes_medium,2.5898
passes_completed_long,0.8373
passes_long,0.3735
passes_total_distance,2.6585
passes_free_kicks,-0.3291
through_balls,-0.0774
passes_pressure,2.3861
passes_switches,0.1984
crosses,-0.5869
corner_kicks,-0.5565
passes_intercepted,1.0779
passes_blocked,-0.4367
dispossessed,-1.0601
goals,-0.4995
assists,0.1701
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7981
shots_on_target,-0.4531
sca,-0.5355
gca,0.0345
xg,-0.8908
crosses_into_penalty_area,-0.02
passes_into_final_third,2.667
passes_into_penalty_area,0.3447
progressive_passes,1.5537
carry_progressive_distance,1.0457
assisted_shots,-0.7207
fouled,-0.449
pens_won,-0.2935
tackles,0.2083
interceptions,1.1448
blocks,-0.6895
tackles_won,0.0118
dribble_tackles,0.1169
dribbles_vs,0.1903
pressures,-0.8457
pressure_regains,-0.1709
clearances,-0.0255
errors,0.4449
aerials_won,-0.546
aerials_lost,-0.5549
ball_recoveries,0.8769
pens_conceded,-0.3182
fouls,-0.7766
cards_yellow_red,-0.1906
