position,LW
minutes,1104.0
passes_completed,-0.44
passes,-0.5403
dribbles_completed,1.8127
dribbles,1.9906
passes_completed_short,-0.0366
passes_short,0.0177
passes_completed_medium,-0.5242
passes_medium,-0.56
passes_completed_long,-0.6537
passes_long,-0.9443
passes_total_distance,-0.5486
passes_free_kicks,-0.9259
through_balls,-0.0544
passes_pressure,0.7071
passes_switches,-0.6962
crosses,-0.6653
corner_kicks,0.1398
passes_intercepted,0.0532
passes_blocked,0.5147
dispossessed,1.0761
goals,-0.2568
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.0444
shots_on_target,0.3699
sca,0.8338
gca,0.0777
xg,-0.5397
crosses_into_penalty_area,-0.274
passes_into_final_third,-0.4273
passes_into_penalty_area,0.0945
progressive_passes,-0.0729
carry_progressive_distance,1.5359
assisted_shots,0.1265
fouled,1.6396
pens_won,1.6395
tackles,-0.0393
interceptions,-0.7852
blocks,0.5964
tackles_won,-0.4107
dribble_tackles,-0.5743
dribbles_vs,-0.8224
pressures,0.6074
pressure_regains,0.3697
clearances,-0.9664
errors,-0.376
aerials_won,-0.809
aerials_lost,0.5357
ball_recoveries,-0.6711
pens_conceded,-0.3183
fouls,0.1997
cards_yellow_red,-0.1907
