position,CM
minutes,326.0
passes_completed,1.13
passes,0.9555
dribbles_completed,-0.9381
dribbles,-0.8931
passes_completed_short,1.0929
passes_short,1.0194
passes_completed_medium,0.7647
passes_medium,0.6608
passes_completed_long,1.1548
passes_long,0.9018
passes_total_distance,1.1417
passes_free_kicks,1.9097
through_balls,-0.6322
passes_pressure,0.5834
passes_switches,0.3795
crosses,-0.9082
corner_kicks,-0.5567
passes_intercepted,0.7309
passes_blocked,-1.8653
dispossessed,-1.415
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.0443
shots_on_target,-1.029
sca,-0.559
gca,-1.0103
xg,-0.8911
crosses_into_penalty_area,-0.8508
passes_into_final_third,1.2503
passes_into_penalty_area,-1.308
progressive_passes,0.5959
carry_progressive_distance,-1.0077
assisted_shots,-0.6026
fouled,-0.9197
pens_won,-0.2937
tackles,-1.3157
interceptions,0.0943
blocks,0.6869
tackles_won,-0.8708
dribble_tackles,-1.4379
dribbles_vs,-0.9988
pressures,-1.2446
pressure_regains,-1.4448
clearances,-0.3505
errors,-0.376
aerials_won,-0.0257
aerials_lost,-0.7541
ball_recoveries,1.0646
pens_conceded,-0.3183
fouls,0.6379
cards_yellow_red,11.4753
