position,LB
minutes,-0.0964
passes_completed,-0.081
passes,-0.0379
dribbles_completed,-0.3333
dribbles,-0.2238
passes_completed_short,0.0286
passes_short,-0.0021
passes_completed_medium,-0.0764
passes_medium,0.0281
passes_completed_long,-0.3482
passes_long,-0.2589
passes_total_distance,-0.1806
passes_free_kicks,-0.4683
through_balls,-0.073
passes_pressure,-0.3009
passes_switches,-0.3063
crosses,0.8502
corner_kicks,-0.3242
passes_intercepted,-0.4957
passes_blocked,0.424
dispossessed,0.0419
goals,-0.3403
assists,-0.1163
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.3475
shots_on_target,-0.4229
sca,-0.3038
gca,-0.4198
xg,-0.393
crosses_into_penalty_area,0.5668
passes_into_final_third,-0.344
passes_into_penalty_area,0.3857
progressive_passes,-0.1746
carry_progressive_distance,-0.1356
assisted_shots,-0.1239
fouled,0.296
pens_won,-0.3681
tackles,0.5044
interceptions,-0.0193
blocks,0.4475
tackles_won,0.5163
dribble_tackles,1.1774
dribbles_vs,0.6197
pressures,-0.1268
pressure_regains,-0.1186
clearances,0.0261
errors,-0.5331
aerials_won,-0.1776
aerials_lost,-0.1165
ball_recoveries,-0.0856
pens_conceded,-0.4889
fouls,0.2106
cards_yellow_red,2.2462
