position,WB
passes_completed,1.0731
passes,1.0795
dribbles_completed,-0.1393
dribbles,-0.2503
passes_completed_short,1.579
passes_short,1.4919
passes_completed_medium,0.4735
passes_medium,0.4183
passes_completed_long,0.7214
passes_long,0.8355
passes_total_distance,0.8712
passes_free_kicks,0.7489
through_balls,-0.632
passes_pressure,1.4908
passes_switches,0.4809
crosses,1.3397
corner_kicks,1.1053
passes_intercepted,-1.2707
passes_blocked,1.0558
dispossessed,0.5668
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.2788
shots_on_target,-0.4155
sca,0.7559
gca,-1.0099
xg,-0.5314
crosses_into_penalty_area,1.8034
passes_into_final_third,0.3668
passes_into_penalty_area,0.257
progressive_passes,0.1865
carry_progressive_distance,0.7343
assisted_shots,1.4784
fouled,-1.6652
pens_won,-0.2935
tackles,1.5838
interceptions,2.0237
blocks,-1.1708
tackles_won,1.663
dribble_tackles,3.1985
dribbles_vs,1.8506
pressures,-0.2309
pressure_regains,-0.7592
clearances,-0.2621
errors,-0.3758
aerials_won,-0.3816
aerials_lost,-0.0281
ball_recoveries,0.4138
pens_conceded,-0.3182
fouls,0.7911
cards_yellow_red,-0.1906
