position,CB
passes_completed,0.3448
passes,0.3062
dribbles_completed,-0.8989
dribbles,-0.9843
passes_completed_short,0.3261
passes_short,0.2319
passes_completed_medium,0.578
passes_medium,0.6316
passes_completed_long,-0.5353
passes_long,-0.3018
passes_total_distance,0.1752
passes_free_kicks,0.0503
through_balls,-0.7252
passes_pressure,-0.3479
passes_switches,0.0488
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-0.2117
passes_blocked,-0.7507
dispossessed,-0.5273
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.3041
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,0.0537
passes_into_penalty_area,-1.219
progressive_passes,0.4587
carry_progressive_distance,-0.3212
assisted_shots,-0.945
fouled,-0.3856
pens_won,-0.3695
tackles,1.6351
interceptions,0.6588
blocks,-0.2272
tackles_won,2.8163
dribble_tackles,0.3531
dribbles_vs,-0.0579
pressures,0.3902
pressure_regains,1.4371
clearances,1.3605
errors,-0.5457
aerials_won,0.0388
aerials_lost,-0.8434
ball_recoveries,1.3469
pens_conceded,-0.4415
fouls,-0.265
cards_yellow_red,-0.2618
