position,RM
passes_completed,-0.6472
passes,-0.3801
dribbles_completed,-0.0804
dribbles,-0.1184
passes_completed_short,-0.7783
passes_short,-0.675
passes_completed_medium,-0.542
passes_medium,-0.414
passes_completed_long,-0.1961
passes_long,0.1803
passes_total_distance,-0.4911
passes_free_kicks,0.2218
through_balls,0.0175
passes_pressure,-0.6947
passes_switches,0.8142
crosses,1.2075
corner_kicks,1.1832
passes_intercepted,0.3984
passes_blocked,1.0781
dispossessed,-0.1699
goals,0.8519
assists,1.4333
pens_made,5.2065
pens_att,4.2827
shots_total,1.2292
shots_on_target,0.5438
sca,0.8488
gca,0.6208
xg,1.3148
crosses_into_penalty_area,0.9323
passes_into_final_third,0.0872
passes_into_penalty_area,0.3406
progressive_passes,0.6147
carry_progressive_distance,-0.7571
assisted_shots,0.9739
fouled,-0.1791
pens_won,-0.2935
tackles,-0.8837
interceptions,-0.104
blocks,0.3867
tackles_won,-0.5536
dribble_tackles,-0.4666
dribbles_vs,0.2907
pressures,-0.5024
pressure_regains,-0.6978
clearances,0.0885
errors,-0.3758
aerials_won,-0.445
aerials_lost,-0.2324
ball_recoveries,-0.2361
pens_conceded,0.9387
fouls,-1.0793
cards_yellow_red,-0.1906
