position,GK
passes_completed,-1.1861
passes,-0.8826
dribbles_completed,-1.1537
dribbles,-1.1359
passes_completed_short,-1.9293
passes_short,-2.0949
passes_completed_medium,-1.3804
passes_medium,-1.6405
passes_completed_long,2.1084
passes_long,3.0335
passes_total_distance,0.3153
passes_free_kicks,3.05
through_balls,-0.7252
passes_pressure,-2.4182
passes_switches,-0.8739
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.4755
passes_blocked,-1.6041
dispossessed,-1.2346
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.3795
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.2745
passes_into_penalty_area,-1.1646
progressive_passes,-1.7784
carry_progressive_distance,-1.0873
assisted_shots,-1.1869
fouled,-1.4573
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7099
pressures,-2.1195
pressure_regains,-2.2519
clearances,-1.0076
errors,-0.5457
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.2306
pens_conceded,-0.4415
fouls,-1.8436
cards_yellow_red,-0.2618
