position,LW
passes_completed,-0.2742
passes,0.1574
dribbles_completed,3.1319
dribbles,2.429
passes_completed_short,-0.2157
passes_short,-0.3119
passes_completed_medium,-0.326
passes_medium,-0.0521
passes_completed_long,-0.0137
passes_long,1.0026
passes_total_distance,-0.2707
passes_free_kicks,-0.729
through_balls,-0.632
passes_pressure,-0.6197
passes_switches,2.0593
crosses,1.7284
corner_kicks,-0.321
passes_intercepted,0.4685
passes_blocked,1.0317
dispossessed,0.8311
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.2875
shots_on_target,0.1874
sca,-0.2698
gca,-1.0099
xg,-0.7126
crosses_into_penalty_area,1.7814
passes_into_final_third,-0.7138
passes_into_penalty_area,0.632
progressive_passes,-0.468
carry_progressive_distance,0.7238
assisted_shots,-0.6827
fouled,0.6812
pens_won,-0.2935
tackles,1.5544
interceptions,-0.081
blocks,1.1587
tackles_won,1.2004
dribble_tackles,2.5034
dribbles_vs,2.6938
pressures,1.5795
pressure_regains,1.3392
clearances,-0.2684
errors,-0.3758
aerials_won,-0.6375
aerials_lost,-0.2965
ball_recoveries,0.6568
pens_conceded,-0.3182
fouls,-0.0356
cards_yellow_red,-0.1906
