position,CB
minutes,1.949
passes_completed,1.0208
passes,1.0484
dribbles_completed,-0.5095
dribbles,-0.5436
passes_completed_short,0.5054
passes_short,0.5111
passes_completed_medium,1.2421
passes_medium,1.2775
passes_completed_long,1.3093
passes_long,1.2068
passes_total_distance,1.2019
passes_free_kicks,0.417
through_balls,-0.2865
passes_pressure,1.2245
passes_switches,0.6241
crosses,-0.5155
corner_kicks,-0.3242
passes_intercepted,-0.0985
passes_blocked,-0.0993
dispossessed,-0.5109
goals,0.0551
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.025
shots_on_target,-0.0104
sca,-0.2213
gca,-0.4198
xg,-0.0313
crosses_into_penalty_area,-0.3669
passes_into_final_third,0.5495
passes_into_penalty_area,-0.2544
progressive_passes,0.2236
carry_progressive_distance,0.5029
assisted_shots,-0.2616
fouled,0.169
pens_won,-0.3681
tackles,1.2763
interceptions,2.7587
blocks,2.8729
tackles_won,1.4284
dribble_tackles,1.1774
dribbles_vs,0.6769
pressures,0.8669
pressure_regains,1.5254
clearances,3.5376
errors,0.2502
aerials_won,3.5227
aerials_lost,1.3597
ball_recoveries,2.2791
pens_conceded,2.0027
fouls,0.4794
cards_yellow_red,-0.3235
