position,DM
passes_completed,0.4671
passes,0.2992
dribbles_completed,-0.1168
dribbles,-0.2526
passes_completed_short,0.8984
passes_short,0.8726
passes_completed_medium,0.2712
passes_medium,0.1823
passes_completed_long,-0.5155
passes_long,-0.6968
passes_total_distance,0.0372
passes_free_kicks,-0.3828
through_balls,-0.2565
passes_pressure,0.3438
passes_switches,-0.8095
crosses,-0.6364
corner_kicks,0.0587
passes_intercepted,0.5039
passes_blocked,-0.1204
dispossessed,-0.0033
goals,-0.5842
assists,-0.3454
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.0821
shots_on_target,-0.3676
sca,0.1911
gca,-0.1429
xg,-0.3103
crosses_into_penalty_area,-0.4473
passes_into_final_third,0.3813
passes_into_penalty_area,-0.0186
progressive_passes,0.0305
carry_progressive_distance,0.0996
assisted_shots,0.0998
fouled,0.2502
pens_won,0.3948
tackles,0.6006
interceptions,0.7346
blocks,0.0664
tackles_won,0.3005
dribble_tackles,0.2007
dribbles_vs,0.5263
pressures,0.2976
pressure_regains,0.3604
clearances,-0.5687
errors,-0.5457
aerials_won,-0.7449
aerials_lost,-0.607
ball_recoveries,0.1714
pens_conceded,-0.4415
fouls,-0.3871
cards_yellow_red,-0.2618
