position,LB
minutes,696.0
passes_completed,0.3702
passes,0.5259
dribbles_completed,-0.3872
dribbles,-0.4788
passes_completed_short,0.6869
passes_short,0.7147
passes_completed_medium,0.4449
passes_medium,0.6537
passes_completed_long,-0.6029
passes_long,-0.126
passes_total_distance,0.1204
passes_free_kicks,0.046
through_balls,-0.6322
passes_pressure,-1.8657
passes_switches,-1.2563
crosses,-0.7093
corner_kicks,-0.5567
passes_intercepted,0.5672
passes_blocked,0.2111
dispossessed,-0.5369
goals,-0.724
assists,0.2655
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.7895
shots_on_target,-0.712
sca,-0.7346
gca,0.1403
xg,-0.5195
crosses_into_penalty_area,-0.3934
passes_into_final_third,0.4343
passes_into_penalty_area,-0.2968
progressive_passes,0.1794
carry_progressive_distance,0.7836
assisted_shots,-0.8385
fouled,2.3539
pens_won,-0.2937
tackles,0.3268
interceptions,0.7961
blocks,3.341
tackles_won,0.6511
dribble_tackles,0.2744
dribbles_vs,0.308
pressures,-0.455
pressure_regains,0.6705
clearances,1.087
errors,-0.376
aerials_won,-0.4864
aerials_lost,-0.9248
ball_recoveries,0.669
pens_conceded,-0.3183
fouls,0.0495
cards_yellow_red,-0.1907
