position,LB
minutes,450.0
passes_completed,0.9775
passes,1.0
dribbles_completed,-0.3606
dribbles,-0.5898
passes_completed_short,0.9707
passes_short,0.8014
passes_completed_medium,1.0148
passes_medium,1.2642
passes_completed_long,0.2687
passes_long,0.2492
passes_total_distance,0.8474
passes_free_kicks,-0.5501
through_balls,-0.6322
passes_pressure,-0.2668
passes_switches,-0.1094
crosses,0.3487
corner_kicks,0.5824
passes_intercepted,0.4864
passes_blocked,0.1783
dispossessed,-0.9623
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.9134
shots_on_target,-1.029
sca,-0.2187
gca,-1.0103
xg,-0.8911
crosses_into_penalty_area,0.5641
passes_into_final_third,-0.4007
passes_into_penalty_area,0.8816
progressive_passes,1.0183
carry_progressive_distance,0.5553
assisted_shots,-0.2466
fouled,-0.855
pens_won,-0.2937
tackles,-0.312
interceptions,-1.2194
blocks,-0.4648
tackles_won,-0.4374
dribble_tackles,0.1511
dribbles_vs,-0.7969
pressures,-0.8857
pressure_regains,-0.9253
clearances,-0.5338
errors,-0.376
aerials_won,-0.9359
aerials_lost,-0.4966
ball_recoveries,0.6847
pens_conceded,-0.3183
fouls,-0.4253
cards_yellow_red,-0.1907
