position,AM
minutes,1.8905
passes_completed,0.4973
passes,0.6243
dribbles_completed,1.3535
dribbles,1.8473
passes_completed_short,0.7604
passes_short,0.8956
passes_completed_medium,0.2514
passes_medium,0.3894
passes_completed_long,0.3129
passes_long,0.2343
passes_total_distance,0.3601
passes_free_kicks,0.0112
through_balls,0.5675
passes_pressure,1.2289
passes_switches,0.9707
crosses,0.5042
corner_kicks,0.8543
passes_intercepted,0.537
passes_blocked,1.4705
dispossessed,2.3493
goals,3.4823
assists,1.0381
pens_made,4.549
pens_att,4.8997
shots_total,2.9066
shots_on_target,2.5157
sca,1.8822
gca,1.3684
xg,3.0795
crosses_into_penalty_area,0.1933
passes_into_final_third,0.233
passes_into_penalty_area,0.904
progressive_passes,0.4054
carry_progressive_distance,0.6544
assisted_shots,1.5562
fouled,3.5975
pens_won,1.9053
tackles,0.222
interceptions,-0.1618
blocks,0.9368
tackles_won,0.3398
dribble_tackles,-0.3734
dribbles_vs,0.3527
pressures,1.3314
pressure_regains,0.9721
clearances,0.098
errors,-0.5331
aerials_won,2.2831
aerials_lost,4.1249
ball_recoveries,0.7139
pens_conceded,0.7569
fouls,2.6297
cards_yellow_red,2.2462
