position,RM
passes_completed,-1.1964
passes,-1.2257
dribbles_completed,0.2392
dribbles,0.0986
passes_completed_short,-1.0054
passes_short,-0.8484
passes_completed_medium,-1.0173
passes_medium,-1.0473
passes_completed_long,-0.997
passes_long,-1.0566
passes_total_distance,-1.1352
passes_free_kicks,-0.9336
through_balls,0.4262
passes_pressure,-1.1417
passes_switches,-0.7545
crosses,0.8348
corner_kicks,-0.5565
passes_intercepted,1.8178
passes_blocked,-0.5569
dispossessed,0.5288
goals,0.9878
assists,-0.1725
pens_made,-0.2418
pens_att,-0.271
shots_total,0.3992
shots_on_target,0.6184
sca,-0.3459
gca,-0.3457
xg,0.6111
crosses_into_penalty_area,0.998
passes_into_final_third,-0.7565
passes_into_penalty_area,0.3271
progressive_passes,-0.7179
carry_progressive_distance,-0.5997
assisted_shots,-0.1085
fouled,0.1509
pens_won,-0.2935
tackles,-0.2895
interceptions,0.2363
blocks,-0.3552
tackles_won,-0.6607
dribble_tackles,-0.2511
dribbles_vs,-0.6552
pressures,0.0897
pressure_regains,-0.2472
clearances,-0.8353
errors,-0.3758
aerials_won,-0.5356
aerials_lost,0.0689
ball_recoveries,-0.5634
pens_conceded,-0.3182
fouls,-0.7141
cards_yellow_red,-0.1906
