position,LB
passes_completed,0.1901
passes,0.5434
dribbles_completed,1.3554
dribbles,0.8858
passes_completed_short,0.2319
passes_short,0.2633
passes_completed_medium,0.1802
passes_medium,0.3474
passes_completed_long,0.0559
passes_long,0.6437
passes_total_distance,0.1812
passes_free_kicks,0.2121
through_balls,-0.7252
passes_pressure,1.1781
passes_switches,-0.429
crosses,0.0694
corner_kicks,-0.4808
passes_intercepted,0.9443
passes_blocked,0.3337
dispossessed,0.1293
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.9902
shots_on_target,-0.6292
sca,-0.2884
gca,-0.6831
xg,-0.7987
crosses_into_penalty_area,0.0065
passes_into_final_third,0.193
passes_into_penalty_area,-0.0234
progressive_passes,0.7712
carry_progressive_distance,0.5297
assisted_shots,-0.4204
fouled,0.5881
pens_won,-0.3695
tackles,0.7711
interceptions,1.5522
blocks,0.1858
tackles_won,0.6673
dribble_tackles,0.2672
dribbles_vs,0.5714
pressures,-0.1433
pressure_regains,0.2751
clearances,0.4154
errors,-0.5457
aerials_won,0.1694
aerials_lost,0.6533
ball_recoveries,0.364
pens_conceded,-0.4415
fouls,-0.8492
cards_yellow_red,-0.2618
