position,RW
minutes,-0.8047
passes_completed,-0.7194
passes,-0.722
dribbles_completed,-0.2658
dribbles,-0.067
passes_completed_short,0.3705
passes_short,0.4021
passes_completed_medium,-1.1967
passes_medium,-1.2256
passes_completed_long,-1.2163
passes_long,-1.1593
passes_total_distance,-1.1018
passes_free_kicks,0.3715
through_balls,1.4601
passes_pressure,0.2232
passes_switches,-0.4457
crosses,0.5688
corner_kicks,-0.5565
passes_intercepted,-0.4731
passes_blocked,0.2899
dispossessed,4.2647
goals,4.3519
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,1.7821
shots_on_target,2.5893
sca,-0.0021
gca,-1.0099
xg,0.8059
crosses_into_penalty_area,-0.8504
passes_into_final_third,-1.445
passes_into_penalty_area,0.5391
progressive_passes,-1.1117
carry_progressive_distance,0.1925
assisted_shots,0.7247
fouled,0.7284
pens_won,-0.2935
tackles,-1.9684
interceptions,0.2148
blocks,0.8979
tackles_won,-1.8356
dribble_tackles,-1.4373
dribbles_vs,-0.2365
pressures,3.9347
pressure_regains,2.3377
clearances,-0.6596
errors,-0.3758
aerials_won,-0.5425
aerials_lost,2.0464
ball_recoveries,0.5914
pens_conceded,-0.3182
fouls,0.8243
cards_yellow_red,-0.1906
