position,FW
passes_completed,-1.2588
passes,-1.3683
dribbles_completed,2.1267
dribbles,1.6183
passes_completed_short,-0.7888
passes_short,-0.668
passes_completed_medium,-1.186
passes_medium,-1.2003
passes_completed_long,-1.1307
passes_long,-1.1798
passes_total_distance,-1.3682
passes_free_kicks,-0.9918
through_balls,0.0816
passes_pressure,-0.1308
passes_switches,-0.9034
crosses,-0.1522
corner_kicks,-0.4808
passes_intercepted,-1.0364
passes_blocked,0.4833
dispossessed,2.3157
goals,1.9651
assists,0.943
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.0105
shots_on_target,1.5724
sca,0.4157
gca,0.7468
xg,0.5868
crosses_into_penalty_area,-0.1666
passes_into_final_third,-1.0128
passes_into_penalty_area,-0.5064
progressive_passes,-0.9314
carry_progressive_distance,-0.0895
assisted_shots,-0.1254
fouled,-0.0025
pens_won,-0.3695
tackles,-0.1293
interceptions,-0.9076
blocks,-1.0472
tackles_won,-0.1652
dribble_tackles,0.1406
dribbles_vs,-0.1981
pressures,0.9512
pressure_regains,0.99
clearances,-0.7734
errors,-0.5457
aerials_won,0.0501
aerials_lost,1.3934
ball_recoveries,-0.5979
pens_conceded,-0.4415
fouls,0.6804
cards_yellow_red,-0.2618
