position,CB
passes_completed,1.7289
passes,1.4584
dribbles_completed,-0.8305
dribbles,-0.8836
passes_completed_short,0.1353
passes_short,-0.0192
passes_completed_medium,2.6388
passes_medium,2.4079
passes_completed_long,1.1989
passes_long,0.6658
passes_total_distance,1.9439
passes_free_kicks,1.0496
through_balls,-0.3874
passes_pressure,0.2343
passes_switches,-0.4108
crosses,-0.9802
corner_kicks,-0.4808
passes_intercepted,-0.7771
passes_blocked,-1.1571
dispossessed,-1.0606
goals,-0.6282
assists,-0.6828
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.8122
shots_on_target,-0.8531
sca,-0.7308
gca,-0.5891
xg,-0.4857
crosses_into_penalty_area,-0.6963
passes_into_final_third,1.1391
passes_into_penalty_area,-0.682
progressive_passes,0.5057
carry_progressive_distance,1.3471
assisted_shots,-0.5839
fouled,-0.8401
pens_won,0.1813
tackles,-0.46
interceptions,0.3708
blocks,-0.2448
tackles_won,-0.4833
dribble_tackles,-0.0252
dribbles_vs,-0.3009
pressures,-0.7729
pressure_regains,-0.592
clearances,0.9725
errors,0.6695
aerials_won,0.1206
aerials_lost,-0.0593
ball_recoveries,-0.0439
pens_conceded,0.0781
fouls,-0.4449
cards_yellow_red,-0.2618
