position,FW
minutes,2196.0
passes_completed,-1.4905
passes,-1.6648
dribbles_completed,0.0225
dribbles,0.2041
passes_completed_short,-1.2939
passes_short,-1.2926
passes_completed_medium,-1.2892
passes_medium,-1.4161
passes_completed_long,-1.2112
passes_long,-1.4709
passes_total_distance,-1.4392
passes_free_kicks,-1.022
through_balls,-0.3417
passes_pressure,-0.3854
passes_switches,-1.1753
crosses,-0.7303
corner_kicks,-0.5178
passes_intercepted,-0.5128
passes_blocked,-0.5491
dispossessed,0.8114
goals,2.0948
assists,0.2145
pens_made,0.7328
pens_att,2.1728
shots_total,1.7806
shots_on_target,1.5831
sca,0.1828
gca,0.4483
xg,2.2596
crosses_into_penalty_area,-0.7058
passes_into_final_third,-1.2247
passes_into_penalty_area,-0.9875
progressive_passes,-1.5596
carry_progressive_distance,-1.0161
assisted_shots,0.1348
fouled,-0.4473
pens_won,-0.2937
tackles,-1.8238
interceptions,-1.2948
blocks,-1.7071
tackles_won,-1.6931
dribble_tackles,-1.4379
dribbles_vs,-1.5872
pressures,0.45
pressure_regains,-0.4734
clearances,-0.053
errors,-0.376
aerials_won,2.9468
aerials_lost,5.5282
ball_recoveries,-1.4347
pens_conceded,-0.3183
fouls,0.3447
cards_yellow_red,-0.1907
