position,DM
passes_completed,1.1804
passes,1.4591
dribbles_completed,1.3312
dribbles,0.9752
passes_completed_short,1.1147
passes_short,1.1366
passes_completed_medium,0.7693
passes_medium,0.9141
passes_completed_long,1.0548
passes_long,1.1293
passes_total_distance,1.0915
passes_free_kicks,1.7892
through_balls,0.9445
passes_pressure,1.4119
passes_switches,2.63
crosses,0.3379
corner_kicks,4.2812
passes_intercepted,2.3764
passes_blocked,0.3628
dispossessed,0.8095
goals,0.1299
assists,2.4676
pens_made,0.3192
pens_att,0.1926
shots_total,0.97
shots_on_target,0.3862
sca,2.743
gca,1.7459
xg,0.3616
crosses_into_penalty_area,-0.1432
passes_into_final_third,1.9047
passes_into_penalty_area,1.0423
progressive_passes,2.0826
carry_progressive_distance,1.2093
assisted_shots,3.3087
fouled,0.257
pens_won,-0.3695
tackles,0.6986
interceptions,0.4073
blocks,0.326
tackles_won,1.0329
dribble_tackles,-0.0416
dribbles_vs,0.5618
pressures,0.8336
pressure_regains,1.3012
clearances,-0.3875
errors,-0.5457
aerials_won,-0.4519
aerials_lost,-0.5141
ball_recoveries,0.9111
pens_conceded,-0.4415
fouls,0.9224
cards_yellow_red,0.7899
