position,LW
passes_completed,-0.7581
passes,-0.4751
dribbles_completed,1.9869
dribbles,2.1305
passes_completed_short,-0.3929
passes_short,-0.2451
passes_completed_medium,-0.7393
passes_medium,-0.502
passes_completed_long,-0.8569
passes_long,-0.4149
passes_total_distance,-0.9123
passes_free_kicks,0.3447
through_balls,0.0077
passes_pressure,0.3501
passes_switches,-0.005
crosses,2.0638
corner_kicks,1.1642
passes_intercepted,0.3505
passes_blocked,1.3196
dispossessed,2.0442
goals,1.0615
assists,0.2268
pens_made,3.6305
pens_att,4.9745
shots_total,1.5557
shots_on_target,1.1442
sca,1.2275
gca,0.3756
xg,1.6507
crosses_into_penalty_area,0.685
passes_into_final_third,-0.4795
passes_into_penalty_area,1.0467
progressive_passes,0.0848
carry_progressive_distance,1.6649
assisted_shots,0.9002
fouled,1.6275
pens_won,2.0208
tackles,0.3649
interceptions,-0.532
blocks,0.5947
tackles_won,0.2568
dribble_tackles,0.446
dribbles_vs,0.8677
pressures,0.5992
pressure_regains,0.1843
clearances,-0.7057
errors,-0.5457
aerials_won,-0.5497
aerials_lost,0.1265
ball_recoveries,-0.3867
pens_conceded,-0.4415
fouls,0.6858
cards_yellow_red,-0.2618
