position,WB
passes_completed,-0.2635
passes,0.2431
dribbles_completed,-0.8008
dribbles,-0.7923
passes_completed_short,-0.4999
passes_short,-0.5402
passes_completed_medium,-0.1838
passes_medium,0.0847
passes_completed_long,0.3782
passes_long,1.573
passes_total_distance,-0.0042
passes_free_kicks,1.339
through_balls,-0.632
passes_pressure,0.3623
passes_switches,1.7131
crosses,2.2473
corner_kicks,2.2923
passes_intercepted,0.2534
passes_blocked,0.9098
dispossessed,-1.188
goals,0.423
assists,0.8332
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.807
shots_on_target,-0.2929
sca,0.3503
gca,0.7702
xg,-0.3158
crosses_into_penalty_area,1.6264
passes_into_final_third,-0.5223
passes_into_penalty_area,0.5699
progressive_passes,0.4429
carry_progressive_distance,-0.6377
assisted_shots,1.0474
fouled,-0.0429
pens_won,-0.2935
tackles,-0.3107
interceptions,-1.0094
blocks,-1.2494
tackles_won,-0.4361
dribble_tackles,-0.1127
dribbles_vs,-0.2076
pressures,-0.0075
pressure_regains,-0.792
clearances,-0.5332
errors,-0.3758
aerials_won,-0.5326
aerials_lost,-0.184
ball_recoveries,-0.4421
pens_conceded,-0.3182
fouls,-0.5859
cards_yellow_red,-0.1906
