position,LM
passes_completed,0.7027
passes,0.765
dribbles_completed,-0.0065
dribbles,-0.0337
passes_completed_short,1.1321
passes_short,1.0299
passes_completed_medium,0.543
passes_medium,0.6827
passes_completed_long,-0.6392
passes_long,-0.5101
passes_total_distance,0.248
passes_free_kicks,-0.062
through_balls,-0.7252
passes_pressure,0.125
passes_switches,-0.3338
crosses,0.5592
corner_kicks,-0.4808
passes_intercepted,0.2377
passes_blocked,2.3114
dispossessed,-0.248
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.0487
shots_on_target,-0.9871
sca,-0.5527
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,0.3891
passes_into_final_third,0.1645
passes_into_penalty_area,-0.0458
progressive_passes,0.0901
carry_progressive_distance,0.0625
assisted_shots,-0.6959
fouled,0.7824
pens_won,-0.3695
tackles,2.6195
interceptions,0.7463
blocks,0.9421
tackles_won,2.8623
dribble_tackles,4.2138
dribbles_vs,2.0783
pressures,0.3306
pressure_regains,0.7119
clearances,0.3488
errors,1.2243
aerials_won,0.1519
aerials_lost,-0.0706
ball_recoveries,0.504
pens_conceded,1.8289
fouls,1.0178
cards_yellow_red,-0.2618
