position,LM
minutes,467.0
passes_completed,-0.2443
passes,-0.1737
dribbles_completed,-0.1803
dribbles,-0.4839
passes_completed_short,-0.1569
passes_short,-0.1601
passes_completed_medium,-0.2497
passes_medium,-0.124
passes_completed_long,-0.145
passes_long,-0.3167
passes_total_distance,-0.2537
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,-1.1757
passes_switches,-0.3626
crosses,0.1357
corner_kicks,-0.0078
passes_intercepted,0.4011
passes_blocked,0.6666
dispossessed,-0.1063
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.0889
shots_on_target,0.8607
sca,0.0408
gca,-1.0103
xg,0.0782
crosses_into_penalty_area,1.876
passes_into_final_third,-0.3272
passes_into_penalty_area,0.8019
progressive_passes,-0.3292
carry_progressive_distance,-1.1328
assisted_shots,0.2651
fouled,-0.6241
pens_won,-0.2937
tackles,0.7683
interceptions,0.3774
blocks,0.0725
tackles_won,1.1969
dribble_tackles,0.6036
dribbles_vs,0.2934
pressures,0.6334
pressure_regains,0.6476
clearances,-0.4353
errors,-0.376
aerials_won,0.0267
aerials_lost,0.4744
ball_recoveries,0.9031
pens_conceded,-0.3183
fouls,1.0765
cards_yellow_red,-0.1907
