position,LM
passes_completed,-0.8704
passes,-0.9625
dribbles_completed,5.7281
dribbles,5.3833
passes_completed_short,-0.7918
passes_short,-0.903
passes_completed_medium,-0.6483
passes_medium,-0.6503
passes_completed_long,-0.6949
passes_long,-0.7347
passes_total_distance,-0.7723
passes_free_kicks,-0.6289
through_balls,-0.632
passes_pressure,-0.5341
passes_switches,0.3883
crosses,2.0215
corner_kicks,-0.2405
passes_intercepted,0.4835
passes_blocked,-0.1641
dispossessed,2.3523
goals,1.1839
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,1.1252
shots_on_target,1.0111
sca,2.9106
gca,1.2112
xg,0.4245
crosses_into_penalty_area,1.5041
passes_into_final_third,-0.8099
passes_into_penalty_area,1.0349
progressive_passes,-0.351
carry_progressive_distance,2.6466
assisted_shots,2.1901
fouled,1.9334
pens_won,3.6527
tackles,-0.5895
interceptions,-1.2889
blocks,-1.3038
tackles_won,-0.6715
dribble_tackles,-1.4373
dribbles_vs,-0.7978
pressures,-1.3217
pressure_regains,-1.5823
clearances,-0.6143
errors,-0.3758
aerials_won,-0.8018
aerials_lost,-0.2898
ball_recoveries,-0.2287
pens_conceded,-0.3182
fouls,-0.9659
cards_yellow_red,-0.1906
