position,RM
minutes,460.0
passes_completed,0.9613
passes,0.9551
dribbles_completed,0.0515
dribbles,-0.3395
passes_completed_short,1.6748
passes_short,1.5997
passes_completed_medium,0.5869
passes_medium,0.7518
passes_completed_long,-0.477
passes_long,-0.3433
passes_total_distance,0.4131
passes_free_kicks,-0.7912
through_balls,0.7544
passes_pressure,0.8979
passes_switches,-0.766
crosses,-0.3291
corner_kicks,-0.3709
passes_intercepted,-0.0232
passes_blocked,-0.7229
dispossessed,-0.3078
goals,-0.724
assists,0.7975
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.096
shots_on_target,0.4099
sca,-0.2504
gca,0.7306
xg,-0.3288
crosses_into_penalty_area,-0.8508
passes_into_final_third,1.4916
passes_into_penalty_area,1.14
progressive_passes,2.5819
carry_progressive_distance,-1.3022
assisted_shots,-0.2716
fouled,-0.3438
pens_won,-0.2937
tackles,1.2732
interceptions,-0.0011
blocks,0.417
tackles_won,0.5587
dribble_tackles,2.1891
dribbles_vs,2.3983
pressures,0.2152
pressure_regains,0.5731
clearances,-0.3086
errors,-0.376
aerials_won,-0.5464
aerials_lost,0.0952
ball_recoveries,-0.107
pens_conceded,-0.3183
fouls,2.0747
cards_yellow_red,-0.1907
