position,LM
minutes,474.0
passes_completed,-1.1585
passes,-1.1223
dribbles_completed,-1.0331
dribbles,-0.4955
passes_completed_short,-0.7505
passes_short,-0.7972
passes_completed_medium,-1.1971
passes_medium,-1.2378
passes_completed_long,-0.7826
passes_long,-0.3874
passes_total_distance,-1.1135
passes_free_kicks,-0.798
through_balls,-0.6322
passes_pressure,-0.8868
passes_switches,0.8425
crosses,0.4301
corner_kicks,1.0655
passes_intercepted,0.8128
passes_blocked,-0.2023
dispossessed,-0.1256
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.87
shots_on_target,-0.5635
sca,-0.4466
gca,-1.0103
xg,-0.0726
crosses_into_penalty_area,-0.8508
passes_into_final_third,-1.6267
passes_into_penalty_area,-1.011
progressive_passes,-1.4501
carry_progressive_distance,-0.3824
assisted_shots,-0.3048
fouled,-0.1262
pens_won,-0.2937
tackles,-0.1712
interceptions,-0.4464
blocks,0.9323
tackles_won,0.1559
dribble_tackles,-0.4322
dribbles_vs,-0.8564
pressures,0.4521
pressure_regains,-0.0279
clearances,-0.5582
errors,-0.376
aerials_won,-0.755
aerials_lost,-0.1441
ball_recoveries,0.5695
pens_conceded,-0.3183
fouls,0.4153
cards_yellow_red,-0.1907
