position,RW
minutes,682.0
passes_completed,-0.9448
passes,-0.7936
dribbles_completed,0.3576
dribbles,0.4311
passes_completed_short,-0.665
passes_short,-0.3736
passes_completed_medium,-1.0329
passes_medium,-1.0829
passes_completed_long,-0.4408
passes_long,-0.158
passes_total_distance,-0.8936
passes_free_kicks,0.0679
through_balls,-0.6322
passes_pressure,-1.1233
passes_switches,0.5842
crosses,1.694
corner_kicks,0.5707
passes_intercepted,-0.6204
passes_blocked,1.2169
dispossessed,0.3773
goals,0.0323
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.0335
shots_on_target,0.5885
sca,0.3549
gca,-0.4232
xg,1.0052
crosses_into_penalty_area,0.0828
passes_into_final_third,-1.2222
passes_into_penalty_area,-0.4824
progressive_passes,-1.382
carry_progressive_distance,0.5341
assisted_shots,0.6893
fouled,-0.5958
pens_won,-0.2937
tackles,-0.8758
interceptions,-0.8097
blocks,-1.5215
tackles_won,-0.4517
dribble_tackles,-0.3894
dribbles_vs,-1.1968
pressures,-0.2933
pressure_regains,-0.2958
clearances,-0.8566
errors,-0.376
aerials_won,-1.1372
aerials_lost,-1.1907
ball_recoveries,-1.227
pens_conceded,-0.3183
fouls,-1.19
cards_yellow_red,-0.1907
