position,LM
passes_completed,-0.972
passes,-0.993
dribbles_completed,0.664
dribbles,0.3775
passes_completed_short,-0.7369
passes_short,-0.7773
passes_completed_medium,-1.0119
passes_medium,-1.11
passes_completed_long,-0.3549
passes_long,-0.1884
passes_total_distance,-0.8782
passes_free_kicks,-0.7554
through_balls,4.3413
passes_pressure,-1.1555
passes_switches,0.7025
crosses,0.6959
corner_kicks,1.7353
passes_intercepted,-1.6132
passes_blocked,0.8937
dispossessed,-0.5627
goals,-0.0616
assists,1.4078
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.6845
shots_on_target,1.1561
sca,0.987
gca,1.2099
xg,0.7288
crosses_into_penalty_area,0.8464
passes_into_final_third,-0.4146
passes_into_penalty_area,0.75
progressive_passes,-0.1514
carry_progressive_distance,-0.1678
assisted_shots,1.1429
fouled,-0.023
pens_won,-0.3695
tackles,0.883
interceptions,0.1215
blocks,-0.1696
tackles_won,0.6024
dribble_tackles,0.2639
dribbles_vs,0.6853
pressures,0.3391
pressure_regains,0.1187
clearances,-0.4363
errors,-0.5457
aerials_won,-1.0381
aerials_lost,-0.6738
ball_recoveries,-0.8349
pens_conceded,-0.4415
fouls,-0.4957
cards_yellow_red,-0.2618
