position,GK
passes_completed,-1.2541
passes,-1.2316
dribbles_completed,-1.1537
dribbles,-1.1359
passes_completed_short,-1.9488
passes_short,-2.1142
passes_completed_medium,-0.991
passes_medium,-1.2766
passes_completed_long,0.9294
passes_long,1.5503
passes_total_distance,-0.3023
passes_free_kicks,0.3155
through_balls,-0.7252
passes_pressure,-1.8152
passes_switches,-0.8526
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.74
passes_blocked,-1.5613
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4832
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.4789
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.231
assisted_shots,-1.2854
fouled,-1.3456
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.6769
pressures,-2.1305
pressure_regains,-2.2692
clearances,-1.0323
errors,-0.5457
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.4351
pens_conceded,-0.4415
fouls,-1.7877
cards_yellow_red,-0.2618
