position,RW
passes_completed,-0.912
passes,-0.9462
dribbles_completed,0.2973
dribbles,0.2173
passes_completed_short,-0.2416
passes_short,-0.1814
passes_completed_medium,-0.9999
passes_medium,-0.9644
passes_completed_long,-1.1733
passes_long,-1.1087
passes_total_distance,-1.1649
passes_free_kicks,-0.9604
through_balls,0.6536
passes_pressure,0.2068
passes_switches,-0.7565
crosses,0.9447
corner_kicks,-0.1951
passes_intercepted,-0.081
passes_blocked,0.8323
dispossessed,0.8741
goals,2.4038
assists,1.6097
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.4453
shots_on_target,2.0019
sca,0.5798
gca,1.4111
xg,1.9112
crosses_into_penalty_area,0.5374
passes_into_final_third,-1.0689
passes_into_penalty_area,0.3885
progressive_passes,-0.6885
carry_progressive_distance,0.2603
assisted_shots,0.2565
fouled,0.9521
pens_won,0.5299
tackles,-0.7542
interceptions,-1.0647
blocks,-0.7333
tackles_won,-0.7159
dribble_tackles,-1.156
dribbles_vs,-0.9948
pressures,0.0862
pressure_regains,-0.0567
clearances,-0.8258
errors,-0.5457
aerials_won,-0.1974
aerials_lost,0.0196
ball_recoveries,-1.1144
pens_conceded,-0.4415
fouls,0.3305
cards_yellow_red,2.8646
