position,LW
minutes,452.0
passes_completed,-0.4538
passes,-0.4449
dribbles_completed,-0.3645
dribbles,0.8907
passes_completed_short,-0.2518
passes_short,-0.2383
passes_completed_medium,-0.4775
passes_medium,-0.4394
passes_completed_long,-0.3864
passes_long,-0.4687
passes_total_distance,-0.4137
passes_free_kicks,-0.5522
through_balls,0.779
passes_pressure,0.1367
passes_switches,0.3115
crosses,0.0137
corner_kicks,1.1444
passes_intercepted,0.9428
passes_blocked,0.1693
dispossessed,-0.7389
goals,-0.724
assists,0.8253
pens_made,-0.2419
pens_att,-0.2711
shots_total,2.4494
shots_on_target,0.4353
sca,1.0667
gca,0.7614
xg,0.1103
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.6502
passes_into_penalty_area,0.8719
progressive_passes,-0.1441
carry_progressive_distance,0.2736
assisted_shots,1.4642
fouled,3.1783
pens_won,-0.2937
tackles,-0.3194
interceptions,-0.3885
blocks,-1.4123
tackles_won,-0.0953
dribble_tackles,-0.3833
dribbles_vs,-0.5679
pressures,0.6792
pressure_regains,0.8959
clearances,-1.0155
errors,-0.376
aerials_won,-0.7364
aerials_lost,-0.7072
ball_recoveries,0.306
pens_conceded,-0.3183
fouls,-0.1099
cards_yellow_red,-0.1907
