position,LM
passes_completed,0.4904
passes,0.5429
dribbles_completed,0.2659
dribbles,0.1305
passes_completed_short,0.9445
passes_short,1.0162
passes_completed_medium,0.2687
passes_medium,0.4186
passes_completed_long,-0.4353
passes_long,-0.4959
passes_total_distance,0.1249
passes_free_kicks,-0.7065
through_balls,-0.2387
passes_pressure,0.7712
passes_switches,-0.504
crosses,-0.26
corner_kicks,-0.4808
passes_intercepted,0.6833
passes_blocked,0.2137
dispossessed,-0.3033
goals,0.0419
assists,-0.4349
pens_made,0.3482
pens_att,0.4802
shots_total,0.3058
shots_on_target,-0.0353
sca,-0.2236
gca,-0.0806
xg,0.0601
crosses_into_penalty_area,-0.4325
passes_into_final_third,0.8755
passes_into_penalty_area,-0.0502
progressive_passes,0.8295
carry_progressive_distance,-0.0572
assisted_shots,-0.446
fouled,-0.3937
pens_won,-0.3695
tackles,1.5051
interceptions,0.2998
blocks,1.9481
tackles_won,1.8468
dribble_tackles,0.7779
dribbles_vs,1.0978
pressures,0.9704
pressure_regains,1.0228
clearances,0.102
errors,-0.3124
aerials_won,0.9699
aerials_lost,0.511
ball_recoveries,0.7636
pens_conceded,-0.1422
fouls,0.8541
cards_yellow_red,-0.2618
