position,FW
passes_completed,-0.5219
passes,-0.6321
dribbles_completed,2.3986
dribbles,2.774
passes_completed_short,0.3613
passes_short,0.4651
passes_completed_medium,-0.893
passes_medium,-0.8927
passes_completed_long,-1.0044
passes_long,-1.1373
passes_total_distance,-0.9141
passes_free_kicks,-0.9677
through_balls,1.7871
passes_pressure,-0.2122
passes_switches,-0.8459
crosses,1.3732
corner_kicks,-0.0725
passes_intercepted,0.7026
passes_blocked,0.3652
dispossessed,1.3453
goals,5.6044
assists,2.4533
pens_made,0.1985
pens_att,0.4901
shots_total,3.3678
shots_on_target,4.7953
sca,2.2933
gca,2.9974
xg,5.5939
crosses_into_penalty_area,0.6361
passes_into_final_third,-0.5696
passes_into_penalty_area,1.5744
progressive_passes,-0.1721
carry_progressive_distance,1.5259
assisted_shots,1.8547
fouled,0.5608
pens_won,2.5226
tackles,-1.4623
interceptions,-1.3388
blocks,-1.6863
tackles_won,-1.4597
dribble_tackles,-1.2599
dribbles_vs,-1.3166
pressures,-0.8414
pressure_regains,-0.8928
clearances,-1.0086
errors,-0.5457
aerials_won,-1.0362
aerials_lost,-1.0617
ball_recoveries,-1.6212
pens_conceded,-0.4415
fouls,-0.9558
cards_yellow_red,-0.2618
