position,LB
minutes,-0.1744
passes_completed,0.0977
passes,0.0735
dribbles_completed,-0.5851
dribbles,-0.5589
passes_completed_short,0.3955
passes_short,0.3161
passes_completed_medium,-0.0145
passes_medium,0.007
passes_completed_long,-0.3529
passes_long,-0.2229
passes_total_distance,-0.0536
passes_free_kicks,-0.1916
through_balls,-0.5
passes_pressure,-0.2089
passes_switches,-0.1238
crosses,0.832
corner_kicks,-0.226
passes_intercepted,-0.1382
passes_blocked,0.125
dispossessed,-0.6311
goals,-0.4721
assists,-0.1163
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5435
shots_on_target,-0.526
sca,-0.2213
gca,-0.3146
xg,-0.4653
crosses_into_penalty_area,0.5668
passes_into_final_third,-0.1951
passes_into_penalty_area,-0.041
progressive_passes,-0.192
carry_progressive_distance,-0.342
assisted_shots,-0.0137
fouled,-0.5167
pens_won,-0.3681
tackles,-0.1546
interceptions,-0.4111
blocks,0.0646
tackles_won,-0.2486
dribble_tackles,-0.0526
dribbles_vs,-0.2767
pressures,-0.3277
pressure_regains,-0.2687
clearances,0.0672
errors,-0.5331
aerials_won,-0.4552
aerials_lost,0.0082
ball_recoveries,-0.3097
pens_conceded,-0.4889
fouls,-0.0313
cards_yellow_red,-0.3235
