position,CM
minutes,868.0
passes_completed,1.3296
passes,1.0441
dribbles_completed,-0.7852
dribbles,-0.8457
passes_completed_short,1.7988
passes_short,1.7246
passes_completed_medium,1.2132
passes_medium,1.0351
passes_completed_long,-0.3387
passes_long,-0.6757
passes_total_distance,0.7833
passes_free_kicks,0.0791
through_balls,-0.6322
passes_pressure,-0.0754
passes_switches,-1.0616
crosses,-0.9649
corner_kicks,-0.5567
passes_intercepted,1.0589
passes_blocked,-0.6545
dispossessed,-1.1803
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.0073
shots_on_target,-0.7748
sca,-1.1739
gca,-0.549
xg,-0.8911
crosses_into_penalty_area,-0.484
passes_into_final_third,0.4708
passes_into_penalty_area,-1.1458
progressive_passes,-1.0617
carry_progressive_distance,-0.7299
assisted_shots,-1.0978
fouled,-0.685
pens_won,-0.2937
tackles,0.6082
interceptions,1.1811
blocks,-0.3952
tackles_won,0.5209
dribble_tackles,0.2096
dribbles_vs,0.0999
pressures,0.0224
pressure_regains,0.4405
clearances,-0.4536
errors,-0.376
aerials_won,0.1152
aerials_lost,-0.466
ball_recoveries,0.7435
pens_conceded,2.5261
fouls,-1.0373
cards_yellow_red,-0.1907
