position,LB
minutes,7505.0
passes_completed,0.7164
passes,0.8001
dribbles_completed,-0.4493
dribbles,-0.4467
passes_completed_short,0.9981
passes_short,1.0138
passes_completed_medium,0.5754
passes_medium,0.6947
passes_completed_long,-0.0948
passes_long,0.0456
passes_total_distance,0.4425
passes_free_kicks,0.7042
through_balls,-0.2922
passes_pressure,0.2141
passes_switches,-0.3543
crosses,0.1895
corner_kicks,0.0125
passes_intercepted,1.2626
passes_blocked,0.3929
dispossessed,-0.8042
goals,0.032
assists,-0.2906
pens_made,0.0433
pens_att,-0.0327
shots_total,-0.0947
shots_on_target,-0.2353
sca,-0.0543
gca,-0.2634
xg,-0.2621
crosses_into_penalty_area,0.04
passes_into_final_third,0.2111
passes_into_penalty_area,0.8489
progressive_passes,1.3391
carry_progressive_distance,0.0128
assisted_shots,-0.035
fouled,-1.2283
pens_won,-0.2937
tackles,-0.0387
interceptions,0.519
blocks,0.4012
tackles_won,0.0301
dribble_tackles,0.4993
dribbles_vs,-0.1114
pressures,-1.0401
pressure_regains,-0.9975
clearances,0.5082
errors,1.1332
aerials_won,-0.8596
aerials_lost,-0.9167
ball_recoveries,0.3751
pens_conceded,-0.3183
fouls,-1.4428
cards_yellow_red,-0.1907
