position,DM
minutes,1861.0
passes_completed,1.5091
passes,1.3833
dribbles_completed,-0.2296
dribbles,-0.3827
passes_completed_short,1.7702
passes_short,1.7588
passes_completed_medium,1.0763
passes_medium,0.993
passes_completed_long,0.7858
passes_long,0.5128
passes_total_distance,1.2193
passes_free_kicks,2.4018
through_balls,0.0533
passes_pressure,1.1558
passes_switches,0.2629
crosses,-0.6174
corner_kicks,0.4074
passes_intercepted,1.3165
passes_blocked,-0.171
dispossessed,0.1176
goals,-0.1697
assists,-0.3836
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.0589
shots_on_target,0.2751
sca,0.4002
gca,0.0655
xg,-0.5436
crosses_into_penalty_area,-0.5086
passes_into_final_third,1.7825
passes_into_penalty_area,0.356
progressive_passes,1.5064
carry_progressive_distance,0.7684
assisted_shots,0.3408
fouled,-1.0777
pens_won,-0.2937
tackles,0.5496
interceptions,1.902
blocks,0.7659
tackles_won,0.6163
dribble_tackles,-0.2852
dribbles_vs,0.245
pressures,0.2393
pressure_regains,0.3435
clearances,-0.4331
errors,-0.376
aerials_won,-0.6991
aerials_lost,-0.6746
ball_recoveries,0.9881
pens_conceded,-0.3183
fouls,0.5399
cards_yellow_red,-0.1907
