position,GK
passes_completed,-1.1777
passes,-1.0446
dribbles_completed,-1.1109
dribbles,-1.1104
passes_completed_short,-1.8572
passes_short,-2.0303
passes_completed_medium,-0.9764
passes_medium,-1.2671
passes_completed_long,1.0555
passes_long,1.9519
passes_total_distance,-0.0944
passes_free_kicks,1.3076
through_balls,-0.7252
passes_pressure,-2.1014
passes_switches,0.1027
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.6597
passes_blocked,-1.6306
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4331
gca,-0.9289
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.2751
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.2466
assisted_shots,-1.2473
fouled,-1.465
pens_won,-0.3695
tackles,-1.803
interceptions,-1.563
blocks,-2.1074
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.6606
pressures,-2.1169
pressure_regains,-2.2625
clearances,-0.9622
errors,0.8843
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.1395
pens_conceded,-0.0747
fouls,-1.831
cards_yellow_red,-0.2618
