position,CM
passes_completed,0.8315
passes,0.8063
dribbles_completed,-0.6851
dribbles,-0.6715
passes_completed_short,1.4682
passes_short,1.5181
passes_completed_medium,0.4576
passes_medium,0.4911
passes_completed_long,-0.5981
passes_long,-0.7168
passes_total_distance,0.2509
passes_free_kicks,-0.8698
through_balls,-0.7252
passes_pressure,1.3896
passes_switches,-0.7009
crosses,-0.6051
corner_kicks,-0.4808
passes_intercepted,0.3346
passes_blocked,0.4596
dispossessed,-0.0674
goals,1.011
assists,-0.138
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.0324
shots_on_target,0.5667
sca,-0.4403
gca,-0.6965
xg,0.652
crosses_into_penalty_area,-0.8365
passes_into_final_third,0.6729
passes_into_penalty_area,-1.1037
progressive_passes,0.4799
carry_progressive_distance,-0.8778
assisted_shots,-0.5551
fouled,0.3318
pens_won,1.7603
tackles,0.7558
interceptions,0.2022
blocks,0.686
tackles_won,0.6988
dribble_tackles,0.3923
dribbles_vs,0.2592
pressures,0.6988
pressure_regains,0.6619
clearances,0.5739
errors,-0.5457
aerials_won,1.2587
aerials_lost,0.4039
ball_recoveries,0.6943
pens_conceded,-0.4415
fouls,0.8821
cards_yellow_red,-0.2618
