position,WB
minutes,810.0
passes_completed,-0.2702
passes,0.1988
dribbles_completed,-0.1402
dribbles,0.0875
passes_completed_short,-0.4728
passes_short,-0.238
passes_completed_medium,-0.0519
passes_medium,0.4397
passes_completed_long,-0.1726
passes_long,0.0289
passes_total_distance,-0.1617
passes_free_kicks,-1.022
through_balls,0.1553
passes_pressure,-0.4154
passes_switches,0.0334
crosses,0.697
corner_kicks,-0.4512
passes_intercepted,-0.295
passes_blocked,1.8652
dispossessed,-0.1575
goals,-0.0872
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.1011
shots_on_target,-0.7566
sca,-0.1466
gca,-0.516
xg,-0.6516
crosses_into_penalty_area,2.2934
passes_into_final_third,0.0761
passes_into_penalty_area,0.4298
progressive_passes,0.5054
carry_progressive_distance,-0.5979
assisted_shots,-0.2786
fouled,0.1362
pens_won,-0.2937
tackles,2.2396
interceptions,1.6153
blocks,0.2689
tackles_won,1.2726
dribble_tackles,1.2104
dribbles_vs,1.0322
pressures,0.5306
pressure_regains,0.9711
clearances,0.6572
errors,-0.376
aerials_won,0.2049
aerials_lost,1.5584
ball_recoveries,0.5229
pens_conceded,-0.3183
fouls,0.6545
cards_yellow_red,-0.1907
