position,GK
passes_completed,-0.7149
passes,-0.8344
dribbles_completed,-1.1414
dribbles,-1.1286
passes_completed_short,-1.6253
passes_short,-1.8216
passes_completed_medium,-0.1187
passes_medium,-0.4455
passes_completed_long,0.5845
passes_long,1.0191
passes_total_distance,0.027
passes_free_kicks,0.712
through_balls,-0.6221
passes_pressure,-1.5227
passes_switches,-0.7175
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.7966
passes_blocked,-1.6272
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.1828
shots_on_target,-0.9598
sca,-1.4139
gca,-1.0626
xg,-0.8412
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.4481
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.3747
assisted_shots,-1.2854
fouled,-1.3929
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7397
pressures,-2.1188
pressure_regains,-2.2635
clearances,-0.9992
errors,-0.0512
aerials_won,-1.1214
aerials_lost,-1.2217
ball_recoveries,-1.307
pens_conceded,0.1928
fouls,-1.8358
cards_yellow_red,-0.2618
