position,WB
minutes,-0.1843
passes_completed,0.1033
passes,0.1045
dribbles_completed,1.5565
dribbles,1.522
passes_completed_short,0.6808
passes_short,0.5773
passes_completed_medium,-0.2403
passes_medium,-0.1182
passes_completed_long,-0.322
passes_long,-0.3519
passes_total_distance,-0.1353
passes_free_kicks,-0.3739
through_balls,-0.632
passes_pressure,0.9358
passes_switches,-0.5122
crosses,1.0152
corner_kicks,-0.4262
passes_intercepted,-0.5701
passes_blocked,0.9401
dispossessed,0.3718
goals,-0.3305
assists,0.3294
pens_made,-0.2418
pens_att,-0.271
shots_total,1.1287
shots_on_target,-0.0193
sca,0.9377
gca,0.2112
xg,-0.2991
crosses_into_penalty_area,0.8486
passes_into_final_third,-0.6165
passes_into_penalty_area,0.6243
progressive_passes,-0.3423
carry_progressive_distance,0.5834
assisted_shots,0.3789
fouled,1.488
pens_won,-0.2935
tackles,1.6055
interceptions,-0.202
blocks,0.6702
tackles_won,1.1644
dribble_tackles,2.1971
dribbles_vs,1.5781
pressures,0.9987
pressure_regains,1.2954
clearances,-0.4779
errors,-0.3758
aerials_won,-0.9986
aerials_lost,-0.3291
ball_recoveries,-0.082
pens_conceded,-0.3182
fouls,0.5121
cards_yellow_red,2.7092
