position,CM
minutes,-1.0237
passes_completed,-0.8414
passes,-0.8841
dribbles_completed,-0.6103
dribbles,-0.635
passes_completed_short,-0.8152
passes_short,-0.8355
passes_completed_medium,-0.7884
passes_medium,-0.8243
passes_completed_long,-0.7253
passes_long,-0.7327
passes_total_distance,-0.8218
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.9234
passes_switches,-0.7076
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,-0.8531
passes_blocked,-0.7471
dispossessed,-0.7273
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.7162
gca,-0.6302
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.7256
passes_into_penalty_area,-0.6507
progressive_passes,-0.772
carry_progressive_distance,-0.852
assisted_shots,-0.6747
fouled,-0.8215
pens_won,-0.3681
tackles,-0.8135
interceptions,-0.8029
blocks,-0.829
tackles_won,-0.7782
dribble_tackles,-0.8012
dribbles_vs,-0.8107
pressures,-0.8483
pressure_regains,-0.8615
clearances,-0.6104
errors,-0.5331
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,-0.9037
pens_conceded,-0.4889
fouls,-0.8915
cards_yellow_red,-0.3235
