position,RW
minutes,473.0
passes_completed,0.0978
passes,0.3125
dribbles_completed,0.8549
dribbles,2.0836
passes_completed_short,0.5056
passes_short,0.5325
passes_completed_medium,-0.1626
passes_medium,-0.0193
passes_completed_long,-0.1626
passes_long,0.0511
passes_total_distance,-0.0748
passes_free_kicks,-0.3485
through_balls,-0.6322
passes_pressure,0.8673
passes_switches,0.2357
crosses,1.689
corner_kicks,2.1526
passes_intercepted,-0.0736
passes_blocked,0.3567
dispossessed,1.3845
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.8794
shots_on_target,1.7696
sca,0.7905
gca,0.6827
xg,1.1595
crosses_into_penalty_area,1.8414
passes_into_final_third,-0.5769
passes_into_penalty_area,0.4775
progressive_passes,-0.717
carry_progressive_distance,1.5789
assisted_shots,-0.0292
fouled,-0.1229
pens_won,-0.2937
tackles,-0.6179
interceptions,-0.4439
blocks,0.3409
tackles_won,-0.5054
dribble_tackles,-0.934
dribbles_vs,-0.4066
pressures,0.8512
pressure_regains,0.6027
clearances,-0.328
errors,-0.376
aerials_won,-0.5627
aerials_lost,0.0561
ball_recoveries,0.1612
pens_conceded,-0.3183
fouls,0.1123
cards_yellow_red,-0.1907
