position,RM
minutes,1081.0
passes_completed,-0.4031
passes,-0.4302
dribbles_completed,-0.5083
dribbles,-0.4212
passes_completed_short,-0.7919
passes_short,-0.7789
passes_completed_medium,-0.125
passes_medium,-0.0256
passes_completed_long,-0.0937
passes_long,-0.375
passes_total_distance,-0.2277
passes_free_kicks,-0.6291
through_balls,-0.0421
passes_pressure,0.4055
passes_switches,-0.3246
crosses,-0.5179
corner_kicks,-0.5567
passes_intercepted,-0.2964
passes_blocked,-0.7715
dispossessed,0.4696
goals,-0.2468
assists,1.2315
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.3686
shots_on_target,-0.2126
sca,0.6172
gca,0.4713
xg,0.0062
crosses_into_penalty_area,-0.5563
passes_into_final_third,-0.0956
passes_into_penalty_area,-0.2663
progressive_passes,0.0227
carry_progressive_distance,-0.758
assisted_shots,0.5176
fouled,0.6971
pens_won,-0.2937
tackles,0.2975
interceptions,0.6257
blocks,-0.388
tackles_won,0.3476
dribble_tackles,0.9874
dribbles_vs,0.8663
pressures,1.9386
pressure_regains,0.8217
clearances,-0.1131
errors,-0.376
aerials_won,-0.383
aerials_lost,0.9214
ball_recoveries,0.1962
pens_conceded,-0.3183
fouls,0.3823
cards_yellow_red,-0.1907
