position,DM
minutes,519.0
passes_completed,0.4418
passes,0.4974
dribbles_completed,-0.4778
dribbles,-0.4449
passes_completed_short,-0.0606
passes_short,-0.1351
passes_completed_medium,0.6198
passes_medium,0.5503
passes_completed_long,0.2791
passes_long,0.3247
passes_total_distance,0.4162
passes_free_kicks,-1.022
through_balls,-0.6322
passes_pressure,-0.7171
passes_switches,-0.466
crosses,-0.4208
corner_kicks,-0.3921
passes_intercepted,1.3943
passes_blocked,1.4255
dispossessed,-1.0225
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.6033
shots_on_target,-0.6039
sca,-0.1315
gca,-0.2388
xg,-0.7665
crosses_into_penalty_area,-0.8508
passes_into_final_third,1.0308
passes_into_penalty_area,-0.2231
progressive_passes,0.6092
carry_progressive_distance,-0.0818
assisted_shots,-0.1503
fouled,-0.9628
pens_won,-0.2937
tackles,0.2887
interceptions,1.9887
blocks,-0.1703
tackles_won,0.893
dribble_tackles,-0.5194
dribbles_vs,-0.3415
pressures,0.3182
pressure_regains,0.4065
clearances,-0.7023
errors,-0.376
aerials_won,-0.7881
aerials_lost,-0.9675
ball_recoveries,0.6426
pens_conceded,-0.3183
fouls,-0.3597
cards_yellow_red,-0.1907
