position,DM
passes_completed,0.7896
passes,0.8458
dribbles_completed,-0.0966
dribbles,-0.2572
passes_completed_short,0.8911
passes_short,1.0236
passes_completed_medium,0.5627
passes_medium,0.6272
passes_completed_long,0.2407
passes_long,-0.0395
passes_total_distance,0.5648
passes_free_kicks,-0.6307
through_balls,-0.4238
passes_pressure,1.1824
passes_switches,0.1417
crosses,-0.7787
corner_kicks,-0.4692
passes_intercepted,0.9232
passes_blocked,-0.1201
dispossessed,-0.1131
goals,-0.4719
assists,-0.4207
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.0895
shots_on_target,-0.5622
sca,-0.3433
gca,0.0075
xg,-0.3424
crosses_into_penalty_area,-0.7531
passes_into_final_third,1.0256
passes_into_penalty_area,-0.7754
progressive_passes,0.2687
carry_progressive_distance,-0.5925
assisted_shots,-0.5953
fouled,-0.4946
pens_won,-0.0419
tackles,3.0014
interceptions,1.8862
blocks,1.2151
tackles_won,2.9498
dribble_tackles,1.3952
dribbles_vs,1.6491
pressures,1.2969
pressure_regains,2.0424
clearances,0.3643
errors,-0.3048
aerials_won,1.2584
aerials_lost,0.4084
ball_recoveries,2.556
pens_conceded,0.7947
fouls,0.6251
cards_yellow_red,0.877
