position,LW
passes_completed,-0.9107
passes,-0.7965
dribbles_completed,0.7381
dribbles,1.072
passes_completed_short,-0.573
passes_short,-0.408
passes_completed_medium,-0.8793
passes_medium,-0.843
passes_completed_long,-0.9633
passes_long,-0.8205
passes_total_distance,-0.9829
passes_free_kicks,-0.8565
through_balls,-0.1359
passes_pressure,0.032
passes_switches,-0.6445
crosses,0.731
corner_kicks,-0.49
passes_intercepted,-0.3257
passes_blocked,1.0982
dispossessed,0.7507
goals,-0.4563
assists,0.9126
pens_made,-0.2418
pens_att,-0.271
shots_total,0.143
shots_on_target,0.0008
sca,0.1953
gca,0.547
xg,-0.3041
crosses_into_penalty_area,0.635
passes_into_final_third,-0.7679
passes_into_penalty_area,0.4074
progressive_passes,-0.6221
carry_progressive_distance,0.2448
assisted_shots,0.0122
fouled,0.2266
pens_won,-0.2935
tackles,0.5446
interceptions,0.4608
blocks,1.3906
tackles_won,0.3267
dribble_tackles,0.4162
dribbles_vs,2.0604
pressures,1.7719
pressure_regains,1.4708
clearances,-0.7342
errors,-0.3758
aerials_won,-0.2444
aerials_lost,-0.0183
ball_recoveries,-0.39
pens_conceded,-0.3182
fouls,0.2986
cards_yellow_red,-0.1906
