position,RB
minutes,4770.0
passes_completed,1.325
passes,1.5182
dribbles_completed,0.7541
dribbles,0.5731
passes_completed_short,1.7714
passes_short,1.888
passes_completed_medium,1.0973
passes_medium,1.3958
passes_completed_long,-0.0583
passes_long,-0.0655
passes_total_distance,0.86
passes_free_kicks,-0.4432
through_balls,-0.0973
passes_pressure,1.8827
passes_switches,-0.6672
crosses,0.1402
corner_kicks,-0.5388
passes_intercepted,2.2114
passes_blocked,1.4949
dispossessed,0.3788
goals,-0.2915
assists,0.2877
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.6982
shots_on_target,-0.5664
sca,0.02
gca,0.6685
xg,-0.6471
crosses_into_penalty_area,0.0169
passes_into_final_third,0.513
passes_into_penalty_area,0.315
progressive_passes,1.3521
carry_progressive_distance,1.4775
assisted_shots,-0.122
fouled,0.1447
pens_won,0.1538
tackles,2.7211
interceptions,1.4399
blocks,1.4753
tackles_won,2.1232
dribble_tackles,2.7094
dribbles_vs,2.2869
pressures,0.4996
pressure_regains,1.0935
clearances,1.1092
errors,0.4155
aerials_won,0.3062
aerials_lost,0.1425
ball_recoveries,0.3893
pens_conceded,0.7169
fouls,0.0942
cards_yellow_red,-0.1907
