position,RW
passes_completed,-0.4834
passes,-0.2333
dribbles_completed,-0.6914
dribbles,-0.7591
passes_completed_short,0.1244
passes_short,0.3678
passes_completed_medium,-0.7428
passes_medium,-0.6958
passes_completed_long,-0.8598
passes_long,-0.4062
passes_total_distance,-0.6559
passes_free_kicks,0.3044
through_balls,2.023
passes_pressure,0.3888
passes_switches,0.6121
crosses,0.1004
corner_kicks,1.3401
passes_intercepted,0.7773
passes_blocked,0.8695
dispossessed,1.412
goals,2.1391
assists,0.2302
pens_made,-0.2418
pens_att,-0.271
shots_total,0.7747
shots_on_target,0.5019
sca,0.3475
gca,1.2122
xg,0.5447
crosses_into_penalty_area,-0.4087
passes_into_final_third,-0.4013
passes_into_penalty_area,0.0596
progressive_passes,-0.617
carry_progressive_distance,-0.7231
assisted_shots,0.219
fouled,1.035
pens_won,-0.2935
tackles,0.8399
interceptions,-0.8536
blocks,0.2016
tackles_won,1.4398
dribble_tackles,1.2081
dribbles_vs,1.4049
pressures,2.2532
pressure_regains,2.4339
clearances,-0.7895
errors,-0.3758
aerials_won,-0.634
aerials_lost,0.7486
ball_recoveries,-1.0912
pens_conceded,-0.3182
fouls,2.405
cards_yellow_red,-0.1906
