position,FW
passes_completed,-0.7952
passes,-0.4365
dribbles_completed,0.1919
dribbles,0.5936
passes_completed_short,-0.4638
passes_short,-0.4008
passes_completed_medium,-0.9692
passes_medium,-0.8866
passes_completed_long,-0.2874
passes_long,0.4321
passes_total_distance,-0.7669
passes_free_kicks,1.6883
through_balls,1.0896
passes_pressure,-0.6413
passes_switches,1.9966
crosses,2.1096
corner_kicks,2.9032
passes_intercepted,0.0141
passes_blocked,1.5295
dispossessed,0.9703
goals,0.9632
assists,0.761
pens_made,2.0465
pens_att,2.6347
shots_total,1.5933
shots_on_target,1.028
sca,2.0254
gca,0.3619
xg,0.8465
crosses_into_penalty_area,1.8761
passes_into_final_third,-0.3045
passes_into_penalty_area,1.1533
progressive_passes,-0.1645
carry_progressive_distance,-0.2873
assisted_shots,2.1358
fouled,2.9017
pens_won,1.9981
tackles,-0.4226
interceptions,-0.4399
blocks,-0.1315
tackles_won,-0.6481
dribble_tackles,-0.3316
dribbles_vs,0.7011
pressures,1.4182
pressure_regains,0.7855
clearances,-0.78
errors,-0.5457
aerials_won,-0.5331
aerials_lost,1.2986
ball_recoveries,-0.5854
pens_conceded,-0.4415
fouls,1.8984
cards_yellow_red,-0.2618
