position,FW
minutes,527.0
passes_completed,0.0525
passes,0.5168
dribbles_completed,4.9693
dribbles,4.7476
passes_completed_short,0.4053
passes_short,0.7878
passes_completed_medium,-0.2488
passes_medium,0.0325
passes_completed_long,-0.3651
passes_long,-0.0988
passes_total_distance,-0.2158
passes_free_kicks,0.187
through_balls,0.5781
passes_pressure,0.3885
passes_switches,-0.1143
crosses,1.6812
corner_kicks,1.5508
passes_intercepted,1.7452
passes_blocked,3.6192
dispossessed,0.5178
goals,0.2548
assists,1.9675
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.6482
shots_on_target,1.4828
sca,0.953
gca,0.5092
xg,-0.0322
crosses_into_penalty_area,-0.2467
passes_into_final_third,-0.5798
passes_into_penalty_area,3.2326
progressive_passes,0.6782
carry_progressive_distance,3.5618
assisted_shots,1.3025
fouled,-0.9735
pens_won,-0.2937
tackles,0.6588
interceptions,0.5051
blocks,-0.7404
tackles_won,0.2542
dribble_tackles,0.3712
dribbles_vs,1.2402
pressures,0.3587
pressure_regains,0.5806
clearances,-1.0155
errors,-0.376
aerials_won,-0.6215
aerials_lost,-0.6181
ball_recoveries,0.0904
pens_conceded,-0.3183
fouls,-0.6619
cards_yellow_red,-0.1907
