position,LB
minutes,1263.0
passes_completed,-0.327
passes,-0.2394
dribbles_completed,-0.2213
dribbles,0.2291
passes_completed_short,-0.3953
passes_short,-0.512
passes_completed_medium,-0.0225
passes_medium,0.1229
passes_completed_long,-0.5847
passes_long,-0.1507
passes_total_distance,-0.3373
passes_free_kicks,0.1551
through_balls,-0.6322
passes_pressure,-1.3219
passes_switches,-0.6315
crosses,-0.1368
corner_kicks,-0.489
passes_intercepted,-0.1873
passes_blocked,-0.6171
dispossessed,-0.7698
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.0348
shots_on_target,-1.029
sca,-0.7538
gca,-0.6933
xg,-0.5327
crosses_into_penalty_area,-0.3466
passes_into_final_third,-0.0105
passes_into_penalty_area,-0.305
progressive_passes,0.3623
carry_progressive_distance,-0.7109
assisted_shots,-0.7816
fouled,-1.0881
pens_won,-0.2937
tackles,0.5613
interceptions,0.7466
blocks,1.4577
tackles_won,-0.0917
dribble_tackles,-0.4943
dribbles_vs,-0.7997
pressures,-1.0714
pressure_regains,-1.1171
clearances,1.0013
errors,-0.376
aerials_won,-0.3482
aerials_lost,-0.8095
ball_recoveries,-0.2063
pens_conceded,1.6365
fouls,1.8792
cards_yellow_red,-0.1907
